GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
SF3A2	47.17	70.28	21.96	81.73	129.68	95.39	220.5	221.5	192.95	137.84	601.58	67.35	133.42
AMH	1.57	0	0	0.17	0	0	0	0	0	0	0	0.23	1.68
Rtl1	0.18	0	0	0.44	28.54	0.63	1.84	0	0	0	0	16.19	0.25
L345_11558	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP37	19.75	10.58	15.58	11.19	10.81	12.27	22.78	14.26	10.85	12	0	12.88	15
RIOK1	42.23	2.72	15.79	15.46	36.4	20.71	86.36	32.49	50.25	65.69	34.91	15.66	11.19
L345_11564	0.46	0	0	0	0	2.11	0	0	0	0	0	0	0
L345_11563	60.36	0	0	27.55	0	0	0	0	0	0	0	0	1.95
SSR1	197.16	450.39	355.3	152.87	161.66	167.2	495.65	323.15	349.85	244.9	408.75	199.84	145.05
wsp1	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP205	35.63	45.01	18.02	11.63	7.92	15.21	33.46	48.41	34.94	26.16	56.61	23.31	54.92
Arl1	228.77	401.95	90.57	63.74	45.73	45.92	59.81	110.78	36.55	336.01	163.17	243.28	225.86
UTP20	8	5.67	7.99	6.96	5.41	8.18	33.37	17.34	25.02	14.13	16.93	3.92	6.39
L345_11570	0	0	0	0	0	0	0	0	0	0	0	0	0
slc5a8	0.78	0	5.06	40.11	0	11.2	0	0	0	145.09	0	0	18.67
L345_01160	0.76	1.51	13.82	2.2	0	3.63	20.38	15.08	11.25	3.92	0	0.26	17.38
LARP4B	9.81	0.9	2.89	24.15	20.04	18.74	75.65	9.67	31.86	23.32	11.94	2.86	5.22
SLCO5A1	13.78	0	0	0	3.26	0	0	0	0	0	0	4.22	25.42
SULF1	17.03	1.36	0.11	0.73	4.72	0.44	2.32	0	0	2.39	0	21.01	0.35
PPP3CA	32.72	35.35	30.43	44.49	36.16	35.79	36.89	29.4	31.76	32.6	119.7	20.28	902.47
SLC39A14	28	0.85	1.1	1.28	0	0.36	7.1	0.39	3.15	0	0	18.14	8.75
PIWIL2	35.45	60.81	6.74	4.45	0.74	2.59	6.37	5.13	7.19	1.31	0	0.48	22.28
RBM47	4.69	9.66	0	0.51	0	0	0	0	0	33.27	19.45	0.72	0.86
MDGA2	21.32	3.65	0	0.73	0	1.54	0	0.83	0	1.19	0	0	7.92
L345_11579	0.86	0	0	0	0	0	0	0	0	0	0	0	0
Cox10	53.58	93.23	107.79	33.61	14.55	45.81	0	55.54	26.86	22.47	109.46	373.05	22.61
CCDC53	29.92	3.51	6.22	7.4	9.66	1.87	0	3.62	5.67	18.68	0	10.1	9.01
DAPK1	46.5	12.73	7.48	34.82	9.4	13.58	9	10.32	12.67	21.78	33.24	6.56	3.1
L345_11582	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11584	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11583	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRD1A	49.85	23.12	12.58	4.29	10.09	4.85	1.18	10.78	6.54	6.34	0	12.32	60.34
L345_11587	3.3	0	0	0	0	0	0	0	0	0	0	0	0
GALNT1	11.57	7.86	3.11	4.58	0	5.71	6.11	8.37	8.71	9.93	8.47	5.15	8.27
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx22	0.72	0.41	0	0	0	0	0	0	0	2.04	8.9	0	2.25
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram1	18.69	38.49	14.31	9.49	2.87	4.78	5.5	10.84	18.51	31.19	54.59	38.85	34.35
Chmp1b2	62.84	38.51	21.79	153.42	236.35	169.56	353.63	203.14	239.82	162.13	737.7	20.59	7.7
Pdhx	58.45	76.64	20.08	34.03	13.82	37.71	65.15	37.13	38.93	20.15	26.64	168.96	40.57
ZC3H18	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF11	55.78	0.94	0	2.55	0	0	7.04	0	4.77	4.65	13.04	46.95	14.5
FAM53B	1.5	6.15	2.2	3.66	0	6.9	0	0	6.21	14.04	2.07	0.58	32.3
Mettl10	27.05	39.26	5.79	4.57	0	11.97	21.23	9.95	33.71	8.59	0	39.28	33.8
FAM175B	39.88	17.96	22.84	33.52	11.31	27.43	25.27	19.2	36.9	29.59	14.18	13.34	3.78
ZRANB1	64	44.15	15.48	50.46	28.81	38.45	33.17	20.95	27.32	51.91	44.56	17.62	12.68
CTBP2	149.15	5.73	1.7	3.72	4.57	2.63	0	2.63	7.73	28.36	13.6	10.15	24.45
NNT	2.72	2.26	0.73	0.45	45.53	7.08	6.3	0	0.35	0	0	468.86	1.55
YPR1	84.46	8.35	22.15	2.18	4.65	9.24	0	1.25	0	18.82	0	45.14	7.62
GNPTAB	29.22	4.3	19.44	16.74	12.02	18.33	34.33	15.2	30.69	31.82	14.33	5.18	9.48
dtwd1	24.35	82.37	21.52	7.17	20.75	4.77	13.88	13.5	14.16	1.39	62.24	10.9	5.83
L345_11601	0.59	0	0	0	0	0	0	0	0	0	0	2.15	147.27
FGF7	5.9	8.77	3.96	12.92	20.94	5.11	29.62	5.12	10.23	9.35	31.44	37.43	1.2
deaD	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF168	37.7	12.79	10.79	9.29	7.42	14.65	18.36	12.54	12.2	19.2	13.6	9.77	14.49
L345_11612	0	0	0	0	0	0	0	0	0	0	0	0	0.74
WDR53	51.6	19.56	20.63	21.61	47.85	23.54	62.42	27.8	22.74	33.77	187.97	41.95	74.67
Fbxo45	53.41	7.21	22.04	9.93	0	18.63	9.54	18.9	47.53	41.97	0	1.42	3.95
Cep19	10.53	14.41	13.52	15.65	19.2	11.89	117.22	31.64	6.4	24.87	91.2	7.78	79.64
LRRC33	1.14	2.68	0.34	0.81	0	0.23	0	0	0	2.14	0	3.87	0.18
MYBPC1	8.27	9.05	1.3	6.41	206.87	30.45	20.78	0.44	3.47	8.02	12.79	5.98	5.13
Pigx	49.93	68.31	35.27	23.95	11.74	19.05	41.66	63.15	46.65	34.31	0	6.28	33.1
PAK2	9.07	0.65	6.72	13.59	20.79	3.84	52.28	4.73	32.62	26.8	59.35	5	1.78
ATP8A1	24.98	1.92	1.33	2.98	0	0.51	7.57	0.69	6.81	9.35	0.47	1.26	4.25
SHISA3	1.39	0	0	0	0	0	0	0	0	0	0	0	0.32
L345_11615	7.02	72.84	10.03	4.85	16.16	7.81	26.22	15.31	28.38	0	0	5.1	8.18
STK17A	1.62	0	1.62	5.75	3.9	7.7	1.67	1.84	7.87	0	0	0	0
HECW1	9.4	0.42	0	1.27	2.56	0.72	0	0.19	0.39	1.11	0	0.59	0.47
Tlr13	30.46	0	0.24	0.76	0	0	0	0.17	0	11.11	5.1	1.06	5.18
CYTH2	11.48	1.1	3.18	10.2	2.12	3.72	4.53	3.51	8.55	9.19	15.12	5.62	2.26
KCNJ14	10.14	0	0	0	0	0	0	0	0	1.79	0	108.22	1.48
SPIC	0	1.07	0	0	0	0	0	0	0	0	0	0	0
RBPJ	9.19	6.47	6.62	17.94	8.91	15.94	17.85	7.01	17.27	17.76	4.72	9.08	19.81
CCKAR	0.65	0	0	0	0	0	0	0	0	0	0	0	0.91
TBC1D19	3.5	1.3	1.26	0	0	0	0	0	1.19	0	0	0.56	19.63
STIM2	70.87	11.33	11.13	15.36	15.98	13.56	24.11	21.2	24.96	52.56	40.86	4.82	15.5
L345_11625	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11626	0.64	0.51	0.36	0.25	0.75	1.37	4.38	4.1	3.27	2.36	0	0.26	2.16
Arap3	0.21	0	0.44	0.83	0.72	0	0	1.08	0.51	0	0	1.51	15.03
ZMYND11	39.85	3.73	10.4	92.45	51.95	57.56	63.29	21.65	45.64	37.74	73.5	9.52	1.91
DIP2C	16.94	7.09	0.84	18.99	11.31	14.01	4.76	3.98	6.29	3.55	0	19.05	10.46
L345_11630	18.52	0	0	353.03	178.66	317.71	695.97	185.57	125.71	98.01	0	0	0
L345_01169	4.33	0	0	0	0	0	0	0	0	0	0	0	0
REEP3	18.4	0.82	14.8	79.44	77.53	47.19	74.14	20.29	52.41	42.99	41.78	2.8	20.76
slc22a15b	29.22	77.59	7.96	2.44	0	0	1.04	1.43	1.15	20.01	0	0.26	146.38
PPP2R5C	19.22	0	13.18	9.7	0	0	10.84	0	0	2.28	0	2.18	0
L345_11633	25.28	0	0	5.37	0	0	0	0	0	0	0	11.93	0
DIO3	12.01	35.94	0	14.47	0	3.69	0	0	0	4.32	0	0	0
FAAH2	35.31	44.13	22.53	68.57	58.08	69.78	36.83	31.86	17.82	29.86	0	1.95	15.3
CLIC2	12	3.09	8.64	60.81	35.84	34.81	35.97	16.97	13.72	18.8	0	39.54	0
L345_11636	3.42	0	0	2.33	0	0	0	1.01	0	1.09	0	0	0.38
Nhsl2	2.37	1.1	0.71	12	3.88	6.03	0	0.51	3.96	4.24	0	1.25	5.91
WNT7B	0.3	3.02	2.34	6.5	0	0	0	1.92	2.76	16.61	0	0	7.45
Parp12	73.06	12.71	20.46	11.53	6.44	7.25	23.1	2.28	4.91	56.83	41.63	15.64	3.38
PTPRR	65.23	70.66	0.39	0	0	0	0	0.28	0	1.52	0	1.82	0.83
PTPRB	8.53	7.82	1.6	13.07	14.27	12.96	10.52	5.23	7.12	5.19	3.09	21.25	1.28
NUDT2	24.26	55.21	22.98	2.21	0	10.85	0	25.21	0	14.51	0	16.89	31.08
KIF24	0.07	0.43	0.09	0.18	0	0	0	1.68	1.63	2.76	0	0.25	1.98
UBAP1	23.23	26.41	14.35	81.07	50.01	59.29	15.43	43.77	29.46	27.05	0	15.45	140.71
mrpl36	216.25	426.69	188.82	220.42	66.35	105.79	119.76	404.51	42.9	111.53	0	163.29	27.31
Lpcat1	6.07	14.67	0.26	0	0	0	0	0	0	1.21	7.56	1.39	3.35
TERT	4.29	2.33	0.43	0.79	0.13	1.02	1.26	0.7	0.6	1.65	1.11	0.53	0.75
L345_11649	54.76	106.2	83.43	34.68	84.11	59.12	0	133.28	38.22	91.74	286.66	50.4	24.92
SGOL2	4.77	7.61	18.92	2.51	0.81	3.55	57.28	23.28	24.83	7.2	14.19	2.98	74.28
TBXAS1	0.65	2.63	4.41	4.1	0	2.68	0	0.72	0	5.18	12.89	0	0
IDH1	26.32	50.24	18.46	21.98	14.71	20.32	13.01	17.79	12.58	34.85	53.55	12.33	10.26
PIKFYVE	3.81	0.53	0.69	2.42	0	2.29	3.6	0.49	2.48	0.53	0	0	0.18
L345_11653	0.24	0	0	0	0	0	3.24	0.45	0	1.96	0	0	0
USP15	11.33	5.82	2.86	4.54	0	2.14	8.42	3.97	2.84	2.49	0	4.72	4.93
MON2	3.5	0	0	0	0	0	0	0	0	0	0	0	0
mon2	20.8	6.07	8.72	26.58	11.95	19.56	30.62	12.03	27.74	28.5	39.62	7.09	6.18
TOR1B	48.73	37.3	14.84	16.44	11.03	21.22	3.85	12.88	23.62	367.34	0	48.07	10.32
PRRX2	3.12	5.19	5.58	0	0	0	0	0	0.53	9.64	0	0	0.4
ASB6	7.71	12.76	4.97	6.53	3.74	4.04	5.04	9.72	4.62	7.52	0	5.74	174.56
Mettl11a	15.48	10.51	26.46	6.75	15.66	8.66	11.67	26.19	26.12	8.07	0	35.89	830.5
HIPK2	11.79	55.76	4.56	42.17	61.42	49.5	8.79	6.6	3.79	48.32	88.15	27.1	9.8
Rbm25	0	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0.28
zc3h18	0	0	0	0	0	0	0	0	0	0	0	0	0
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R4	100.43	90.36	27.74	32.11	23.18	52.52	12.18	59.69	48.76	24.28	29.14	52.7	129.8
Kcnk12	5.34	0	0	0.26	0	0	0	0	0	0	0	0	0
Gpr37	182.34	38.9	6.7	11.14	19.21	13.14	17.54	3.82	10.54	0.92	0	0.26	21.38
POT1	42.46	129.76	28.27	0	0	0	0	40.37	8.59	9.67	0	48.04	322.88
CDH23	0.94	5.44	0.04	0.19	0	0.27	0	0.18	0	0.31	1.39	0	14.83
L345_11673	10.27	0	0	0	0	0	0	0	0	0	0	0	0
L345_01164	17.26	0.66	0.06	1.27	0	0	0.97	0.79	0	7.77	1.49	0.4	0.84
L345_11671	3.1	3.01	4.85	8.92	0	8.81	0	4.41	0	12.45	24.92	8.34	0.51
L345_11672	0	0	0	89.53	0	28.12	0	6.61	0	0	0	0	0
PSAP	0.43	13.43	72.04	402.47	290.58	285.72	333.39	57.39	6.47	0	0	3.29	252.5
PCK1	4.8	0.74	0	0	0	0	0	0	0	0.74	0	0.32	2.79
CTCFL	0.99	0	0	0	0	0	0	0	0	0	0	2.4	5.59
P4HA1	68.81	13.59	11.67	22.97	34.5	14.91	18.13	6.74	16.16	23.55	133.02	18.99	13.11
NUDT13	0.16	0.67	0	0	0	0	0	1.22	0	1.98	0	0	8.77
TLL1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	64.62	45.29	9.98	35.31	19.07	32.74	11.78	44.98	53.48	68.42	12.8	38.04	89.62
MFSD10	1.99	1.05	1.35	0	0	0	0	0.47	0	0	0	0	0
ATP6V0A4	0.06	0	0	0	0	0.63	0	0	0	5.13	0	0	1.34
L345_11683	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF26	4.63	1.62	4.44	1.96	0	2.77	0.68	5.78	9.74	4.02	0	3.11	6.11
C1QTNF5	14.37	0	1.19	1.63	0	0	0	0.41	0	2.67	0	8.66	0
PCOLCE2	76.77	0.39	0	0.71	0	1.33	0	0	0	0	0	0	1.6
USP2	17.01	12.4	11.61	79.86	38.36	41.63	21.87	19.15	20.21	25.28	50.98	22.55	522.05
L345_11689	0	0	0	0	0	0	0	0	0	0	0	0	0
nst1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11684	0	0	0	0	0	0	0	0	0	0	0	0	0
THY1	11.92	0	0	0.51	0	0	0	0	0	0	0	0	0
WAS	0.67	0	0	0.32	0	0	0	1.73	0	2.13	23.17	1.38	1.11
Svopl	0	0	0	0	0	0	0	0	0	266	202.31	0	0
SLC38A3	1.42	1.39	10.07	23.82	28.01	16.15	11.48	3.38	13.86	5.19	0	0.12	0.19
Tbc1d25	6.98	1.29	1.82	2.19	0	6.2	0	0	6.97	9.77	10.46	1.75	226.56
PDLIM4	2.25	0	0	0.8	0	0	0	0	0	0	0	0	0
ENOX1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENOX1	11.4	10.27	0.83	0.74	0	4.18	0	0	0	9.75	0	1.1	1.76
ENOX1	1.29	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2U	2.49	14.31	0	0	0	0	0	0	0	21.72	0	0	290.37
ROR1	6.67	0.21	2.55	5.21	14	5.22	7.44	3.78	2.34	0.63	0	0	4.71
PLEKHA8	0	0	0	2.42	0	13.51	0	14.79	0	7.97	0	0	6.69
CACNA1C	0.75	0	0	0	0	0	0	0	0	0	0	2.81	1.12
L345_01163	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha8	5.33	7.63	5.3	28.79	20.32	43.66	13.53	20.86	16.1	10.38	0	4.01	97.29
COLQ	0.36	0	0	0	7.45	0	0	0	0	0	0	5.3	5.31
COLQ	0	0	0	0	0	6.47	12.36	0	0	0	0	1.13	0
HACL1	42.36	34	63.76	119.52	90.32	147.79	137.74	127.97	169.16	116.72	6.64	93.5	249.76
L345_11705	0	0	0	0	0	0	0	0	0	0	0	7.79	0
Cwf19l1	41.92	5.44	10.07	6.79	10.2	7.86	52.55	13.17	31.87	9.13	45.42	6.37	4.42
Erlin1	17.73	50.35	32.42	20.25	0.75	10.63	33.98	22.47	15	48.76	14.36	17.4	11.81
Tubgcp2	60.86	24.01	14.87	13.79	7.14	16.2	28.8	25.1	25.62	36.69	67.41	16.39	123.06
znf511	16.48	21.9	7.79	1.79	21.05	0.63	28.2	9.21	16.39	11.77	22.75	2.58	4.65
CYB561	3.91	3.44	3.34	1.95	0	0	0	0	0	41.63	0	0	0
L345_01172	12.81	0	0.66	10.91	0	5.24	0	1.41	0.32	0	0	0.58	1.16
PLIN3	0	1.08	0	0	0	0	0	0	0	0	0	0.92	752.95
Plin5	0.14	0	0	0	0	0	0	0	0	0	0	0.48	1.55
Rerg	21.06	10.29	3.32	1.49	0	3.14	0	1.13	0	29.32	0	0	22.03
RRP1B	64.78	20.44	24.51	27.79	39.54	19.78	86	66.58	97.74	51.28	81.46	36.33	36.54
HSF2BP	7.82	0.49	1.28	0	0	2.52	0	0	0.45	0	0	3.37	11.85
RPS29	234.62	0	9.25	0	0	0	0	0	0	0	0	0	19.36
LRR1	5.77	6.19	8.29	4.01	3.69	0	7.91	8.72	0	7.53	0	0.81	5.22
MGAT2	26.36	65.34	34.36	33.78	6.82	13.88	19.94	47.28	38.89	145.18	75.32	29.48	146.01
L345_11720	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_01173	0.36	0	0	0	0	0	0	0	0	0	0	0	0
SGCA	12.61	2.82	0.6	0.57	39.68	1.61	0	0.43	0	0	29.24	78.42	1548.65
L345_11723	0	0	0	0	0	0	0	0	0	0	0	0	220.62
COL1A1	328.94	429.73	397.39	152	100.39	249.35	0.23	1.86	0	11.23	2287.11	12.58	9.84
L345_11722	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY3	11.7	0	1.15	3.02	0	1.41	0	0	0	21.49	0	1.53	0
Wdfy3	9.21	1.48	0.74	2.99	1.19	2.34	2.32	0.78	1.21	5.24	0	0.71	0.7
Cds1	29.39	20.34	16.67	16.68	20.31	5.9	26.13	31.77	34.9	45.23	110.98	2.76	312.56
L345_11728	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11730	26.53	36.64	5.64	40.44	0	20.8	0	0	7.43	3.24	0	5.97	2.39
L345_11729	0	21.51	1.29	0.6	0	1.7	5.8	2.29	1.38	272.38	0	3.41	43.82
EPHA7	9.66	2.96	7.14	4.47	0.48	1.9	21.67	9.01	4.11	13.94	13.74	4.09	7.33
L345_11732	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	31.3	3.44	1.96	11.36	3.47	13.81	18.59	5.55	3.03	17.04	35.61	15.35	1.8
map2k6	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d4b	0	0	0	0	0	0	0	0	0	0	0	0	5.42
NKAP	80.51	38.15	47.16	86.54	49.21	80.35	74.61	117.5	86.74	115.93	90.74	31.87	17.96
L345_11738	0.28	2.84	0	0	0	0	0	3.62	6.75	0	0	0.48	6.99
Akap14	0.73	4.81	0	0	0	0	0	0	0	0	0	1.37	159.43
UPF3B	92.89	90.28	87.21	134.95	151.41	151.39	188.61	238.04	171.37	115.57	179.76	65.6	603.06
RPL39	31.64	0.43	0	0.77	0	1.09	0	0.78	0	0	0	0	0
ANKRD58	1.64	8.52	0.39	2.54	0	4.62	0	0	0	17.32	0	3.11	0
EPHA7	11.36	4.24	4.64	3.32	7.15	0.72	6.37	2.73	15.27	25.62	34.04	0.36	0.29
L345_11741	2	0	0	0.44	0	0	0	0	0	0	0	0	1.02
Clcn1	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP2	28.2	11.9	31.83	7.43	1.77	5.84	14.46	23.48	30.77	17.64	0	14.82	9.39
TMEM139	2.69	3.17	5.12	14.09	15.04	11.27	11.56	1.43	13.6	24.69	9.54	0	0
EHBP1	59.51	197.64	16.77	18.41	16.74	11.12	16.02	13.52	11.97	57.27	59.62	19.29	7.73
Otx1	21.43	11.68	7.63	16.87	0	35.2	13.8	25.73	0	184.92	395.02	0	0
BCAR3	4.87	2.96	0.32	1.78	0	0.84	0	0	4.53	4.38	0	3.78	3.04
MPPED1	6.03	0	0	0	0	0	0	0	0	0	0	0	4.42
EFCAB6	0.23	1.85	0	0	0	0	0	0	0	1.54	45.15	0.53	252.1
MGAT4C	0.11	0.92	0.3	0	0	0	0	0	0	0	0	0.78	1058.72
EFCAB6	0	0	0	0	0	0	0	0	0	0	0	0.6	64.59
HTR1A	0.43	0	0	0	0	0	0	0	0	0	0	0	0
UBA2	105.05	61.69	101.13	46.16	45.63	62.9	69.4	125.52	130.2	68	122.45	38.87	19.39
PDCD2L	43.15	10.34	78.23	33.63	67.56	47.5	122.66	72.47	67.6	39.08	225.41	27.05	116.11
LSM14A	110.39	37.03	57.76	126.49	83.13	118.51	231.73	165.69	208.91	170.33	159.48	60.82	16.49
LRTM1	74.5	0	0	0	4.56	2.01	0	0	0	0	0	0	0
Cacna2d3	10.72	2.57	0	0	0	0	0	0	0	0	0	0	1.17
YPEL1	5.67	0	0	6.26	0	0	0	0	0	0	0	3.5	5.59
mapk1	38.99	7.1	45.07	90.65	97.54	115.18	46.41	56.5	133.34	80.14	10.37	14.15	17.82
Ppm1f	5.61	0.7	8.55	14.53	0	17.59	5.69	3.48	0	2.05	0	7.74	2.87
TEAD1	2.91	11.05	3.57	5.18	0	0	0	0	0	0	0	3.15	0
Hnf1b	0	0	0	0	0	0	0	0	0	4.34	0	0	10.71
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_11763	0	0	0	0	0	0	0	0	0	0	0	0	0
ACE	20.49	1.7	0.18	0.87	1.5	0.25	0	0.59	0	0.43	1.34	3.38	0.87
Tanc2	13.42	5.47	1.58	11.27	12.43	5.7	8.98	3.07	6.36	2.65	11.26	2.09	60.65
XRN2	137.94	62.67	57.01	118.91	142.1	107.99	229.69	155.54	197.84	156.13	291.56	51.35	15.12
plk1s1	12.64	5.1	3.72	4.94	4.88	5.82	11.42	2.04	9.15	17.58	8.45	29.83	84.01
Pol	0	0	0	0	0	0	0	0	0	0	0	0	0
BCOR	14.82	5.69	3.74	11.17	6.62	4.84	10.14	6.12	5.8	9.11	11.75	7.81	0.8
kbp	487.86	333.32	96.8	124.36	111.81	99.78	188.24	169.74	185.52	177.29	366.36	160.55	63.43
Cldn23	0	4.24	1.09	1.53	0	1.81	1.41	0	0	46.62	19.64	0	0
DDX21	203.13	193.77	838.82	316.5	275.37	320.01	501.72	819.86	656.91	532.97	729.33	333.14	116.3
Crebzf	2.43	0	0	2.09	0	0	0	0	0	0	0	0	0
L345_11773	12.31	4.32	2.53	3.56	0	5.03	8.54	3.43	4.36	1.17	10.95	0.33	15.87
EEPD1	24.81	15.51	9.02	17.12	0.64	11.46	6.63	7.78	9.65	5.92	12.28	28.13	14.04
Erbb4	1.55	4.72	0	0	0	0	0	0	0	0	0	2.03	42.11
SHANK2	0.95	0	0	0	0	0	0	0	0	0	0	0	0
PP2A3	0	0	0	0	0	0	0	0	0	0	0	0	1.5
AIMP1	420.76	449.34	589.46	142.25	179.88	128.65	115.94	201.82	130.69	136.14	284.65	989.46	503.83
Tbck	8.74	23.36	0	0	0	0	0	0	34.44	15.71	0	0	8.04
ACSL3	51.35	27.75	17.56	33.77	20.35	24.51	29.39	14.57	20.96	45.54	26.07	13.78	400.77
SGK223	8.59	3.09	1.7	5.93	4.28	8.53	2.26	5.41	4.42	22.88	15.76	0.38	1.51
MRPL3	71.11	25.2	51.92	34.8	16.23	42.18	48.9	37.12	28.5	44.62	14.01	225.52	103.55
L345_11783	0	0	0	0	0	0	0	0	0	0	0	0	0
MIF4GD	0.14	0	0	0	0	0	0	0	0	0	0	0	0
TRPC7	0.58	0	0	0	0	0	0	0	0	0	0	0	0
TRPC7	2.18	0	0	0	0	0	0	0	0	1.79	0	0	0
LRRC4C	25.39	3.87	0	1.62	0	0	0	0.27	0	1.78	0	0	64.74
DUSP6	37.69	5.34	1.15	4.97	10.64	0	0	1.35	6.51	10.49	38	2.53	0.41
POC1B	10.66	157.11	5.38	0	0	11.8	0	4.83	0	20.86	90.87	60.54	210.11
RASGEF1B	33.04	0	1.11	78.39	44.72	46.27	0	0	0	6.36	0	20.48	0
TRAPPC3	195.6	54.61	66.77	60.17	82.6	34.12	47.45	56.97	41.92	44.36	65.42	44.16	163.36
DCTN6	354.47	654.08	72.52	73.51	54.45	104.49	119.45	135.03	88.91	162.8	176.98	258.31	243.01
EIF2C1	4.67	27.45	1.41	9.76	5.49	7.76	3.35	6.01	8.63	0.44	0	0.19	1.95
SOX6	0.61	1.32	0.85	3.04	6.43	0	0	0	0	14.99	0	0	0
RH42	0	0	0	0	0	0	0	0	0	0	0	0	0
DISC1	1.8	3.32	0.54	2.45	14.65	0	0	0.75	0	2.42	0	0	0
PGLYRP3	0.27	2.24	282.45	462.47	185.76	350.84	44.22	74.64	45.61	11.81	42.79	0.96	0
L345_11796	0	0	4.93	3547.9	5504.11	4422.93	4750.1	150.61	53.05	7.03	0	0	0
Lor	3.69	1.81	56.36	11041.71	3906.25	8751.38	293.22	136.32	10.78	10.09	0	0	0
EPR1	0	0	0.78	44.69	5.75	6.18	2.02	0	0	0	0	0	0
L345_11797	0	0	43.39	449.43	339.59	562.01	416.96	188.85	156.29	1.58	0	0	0
IMPACT	48.08	7.97	67.07	62.64	59.23	60.31	145.51	51.87	75.37	44.77	45.28	122.26	30.64
DCP1B	3.18	0.62	3.59	6.95	3.64	8.5	19.29	8.29	15.26	0.31	5.79	0.26	96.42
RBPMS	10.61	2.6	1.12	12.24	35.9	10.8	0	1.17	0.78	29.34	41.37	15.5	0.59
Htr5a	0.93	0.54	0	0	0	0	0	0	0	0	0	0.46	1.1
PAXIP1	21.8	6.63	5.64	34.45	25.83	26.73	50.17	29.86	49.14	24.15	29.67	14.52	19.62
EDN1	0	1.82	7.07	133.37	49.47	49.02	0	17.98	61.78	0	0	9.35	13.73
HIVEP1	7.71	16.98	4.64	4.77	3.7	4.34	8.7	3.4	7.95	9.99	6.56	1.21	0.78
YAF2	72.7	49.84	53.25	48.4	19.04	46.81	37.96	76.6	30.33	79.58	188.21	21.44	24.44
PBK	0.59	13.3	27.66	0.72	0	2.04	27.81	16.5	23.72	7.71	14.73	0.52	44.26
ESCO2	0	4.03	1.73	0.2	1.31	0.58	41.18	18.11	39.27	4.67	6.26	0.57	16.77
CCDC25	49.42	6.35	16.98	11.75	29.58	12.06	24.75	10.98	24.39	24.58	0	13.94	154.12
SCARA3	145.82	41.47	14.36	25.03	20.33	17.71	4.58	5.04	15.92	55.49	21.79	43.66	1.87
TANC2	17.11	19.37	1.71	2.26	3.13	4.34	7.18	1.23	3.71	1.59	0	2.49	9.26
GTF2E2	9.69	6.29	8.43	4.65	4.51	4.09	9.41	3.91	10.85	14.09	19.44	2.79	8.16
rnf217	0.71	3.33	0.31	0.29	0	0	2.37	0.87	0	11.29	106.92	0.81	6.19
TPD52L1	38.95	0	0	0	0	0	0	0	0	0	23.17	0	20.74
HDDC2	291.88	831.83	344.59	72.98	159.29	77.94	366.98	181.52	154.05	423.49	96.59	498.02	701.84
Slc6a11	192.16	0	0	0	0	0	0	0	0	0	0	0	0.23
Setd5	13.87	3.35	6.94	19.87	15.22	12.62	23.89	18.8	38.5	30.16	34.47	3.85	2.19
C24G6.8	152.91	60.33	19.45	23.04	25.54	24.1	57.31	42.24	37.1	34.35	0	16.54	4.92
CDCP1	3.23	1.98	3.34	11.57	8.11	6.38	10.88	5.15	17.07	8.64	6.18	1.89	0.17
CLEC3B	57.81	34.9	14.67	65.1	4.14	38.83	20.99	11.27	0	29.19	9.81	4.48	1.2
EXOSC7	54.8	42.45	39.74	15.09	10.61	21.24	0	72.18	30.42	19.3	0	51.31	46.13
