gene0	NDEL1
gene4351	LRIF1
gene4352	UBE2T
gene4353	LGR6
gene4354	LGR6
gene4355	Ptprv
gene4356	PTPN7
gene4357	Arl8a
gene4358	GPR37L1
gene4359	ELF3
gene4360	TPRXL
gene4361	PBX1
gene4362	PBX1
gene4363	L345_04364
gene4364	METTL16
gene4365	ZNF385B
gene4366	Znf385c
gene4367	Nkiras2
gene4368	DNAJC7
gene4369	L345_04370
gene4370	PXR1
gene4371	Eif4e3
gene4372	gpr173
gene4373	L345_04373
gene4374	Sntg2
gene4375	L345_04378
gene4376	Tmem100
gene4377	PCTP
gene4378	CSMD1
gene4379	VPS13B
gene4380	L345_04381
gene4381	Iqca1
gene4382	CXCR7
gene4383	COPS8
gene4384	L345_04385
gene4385	PIK3R1
gene4386	SLC30A5
gene4387	CCNB1
gene4388	MRPS36
gene4389	Cdk7
gene4390	SERINC5
gene4391	thbs4
gene4392	PCDH20
gene4393	MLXIP
gene4394	ANKRD13D
gene4395	ADRBK1
gene4396	KDM2A
gene4397	Kdm2a
gene4398	RHOF
gene4399	ANAPC1
gene4400	MERTK
gene4401	FBLN7
gene4402	ZC3H6
gene4403	Ctnna2
gene4404	L345_04406
gene4405	TTL
gene4406	Isca2
gene4407	NPC2
gene4408	LTBP2
gene4409	L345_04409
gene4410	WSB1
gene4411	Nf1
gene4412	Sgs3
gene4413	OMG
gene4414	EVI2B
gene4415	Evi2a
gene4416	NF1
gene4417	Akap1
gene4418	L345_04422
gene4419	Plcb2
gene4420	PAK6
gene4421	BUB1B
gene4422	Bmf
gene4423	SRP14
gene4424	EIF2AK4
gene4425	L345_04427
gene4426	Rbm25
gene4427	ALCAM
gene4428	CBLB
gene4429	SUPT3H
gene4430	L345_04435
gene4431	L345_04431
gene4432	CHSY3
gene4433	Chsy3
gene4434	L345_04433
gene4435	CABP2
gene4436	L345_04436
gene4437	NDUFV1
gene4438	Nudt8
gene4439	COL18A1
gene4440	COL18A1
gene4441	Col18a1
gene4442	L345_04446
gene4443	Frmd4a
gene4444	Frmd4a
gene4445	FRMD4A
gene4446	FRMD4A
gene4447	gse1
gene4448	PRPF18
gene4449	BEND7
gene4450	SEPHS1
gene4451	L345_04462
gene4452	rho
gene4453	CITED3
gene4454	STX12
gene4455	Ppp1r8
gene4456	RPA2
gene4457	Smpdl3b
gene4458	Eya3
gene4459	DNAJC8
gene4460	L345_04461
gene4461	ZC3H7B
gene4462	RANGAP1
gene4463	CHADL
gene4464	L3MBTL2
gene4465	EP300
gene4466	RBX1
gene4467	XPNPEP3
gene4468	ST13
gene4469	SLC25A17
gene4470	CLCA4
gene4471	SH3GLB1
gene4472	Sep-15
gene4473	HS2ST1
gene4474	L345_04476
gene4475	L345_04475
gene4476	FCHO2
gene4477	TMEM171
gene4478	Btf3
gene4479	ANKRA2
gene4480	UTP15
gene4481	RGNEF
gene4482	EML4
gene4483	GABRB4
gene4484	Gabra3
gene4485	CNGA2
gene4486	Cnga2
gene4487	PRRG3
gene4488	CLDN2
gene4489	RBM41
gene4490	NUP62
gene4491	L345_04498
gene4492	FRMPD3
gene4493	FRMPD3
gene4494	FRMPD3
gene4495	FRMPD3
gene4496	PRPS1
gene4497	L345_04500
gene4498	RAB9B
gene4499	PLP1
gene4500	GLRA3
gene4501	COL9A2
gene4502	Tsc22d3
gene4503	NEK2
gene4504	RPS4
gene4505	hdac8
gene4506	HDAC8
gene4507	Phka1
gene4508	BMP15
gene4509	SHROOM4
gene4510	DGKD
gene4511	CCNB3
gene4512	Tnfsf10
gene4513	CLCN5
gene4514	RGC32
gene4515	RRAGB
gene4516	L345_04517
gene4517	L345_04518
gene4518	SMARCAD1
gene4519	RNF20
gene4520	OPN4
gene4521	EXT1
gene4522	EXT1
gene4523	L345_04526
gene4524	crn
gene4525	RIN2
gene4526	L345_04527
gene4527	CDK14
gene4528	PTTG1IP
gene4529	CLDN12
gene4530	GTPBP10
gene4531	L345_04533
gene4532	CYP11B1
gene4533	CYP11B
gene4534	ETV6
gene4535	BCL2L14
gene4536	LRP6
gene4537	MANSC1
gene4538	L345_04545
gene4539	LOH12CR1
gene4540	DUSP16
gene4541	CREBL2
gene4542	GPR19
gene4543	CDKN1B
gene4544	L345_04539
gene4545	ZNF451
gene4546	DST
gene4547	CERS6
gene4548	NOSTRIN
gene4549	SPC25
gene4550	ABCB11
gene4551	DHRS9
gene4552	KCNH7
gene4553	NASP
gene4554	CCDC17
gene4555	KIF2C
gene4556	Dlx2
gene4557	DLX1
gene4558	METAP1D
gene4559	HAT1
gene4560	SLC25A12
gene4561	DYNC1I2
gene4562	cybrd1
gene4563	Dcaf17
gene4564	TLK1
gene4565	GORASP2
gene4566	GAD1
gene4567	Gad1
gene4568	GAD1
gene4569	L345_04573
gene4570	L345_04568
gene4571	SP5
gene4572	MYO3B
gene4573	Cdh7
gene4574	CDH7
gene4575	B4GALNT4
gene4576	L345_04577
gene4577	L345_04578
gene4578	SPTY2D1
gene4579	UEVLD
gene4580	L345_04588
gene4581	TSG101
gene4582	Tsg101
gene4583	TSG101
gene4584	LDHA
gene4585	GTF2H1
gene4586	HPS5
gene4587	SAAL1
gene4588	TPH1
gene4589	Sergef
gene4590	Chaf1a
gene4591	ADAT3
gene4592	DNAJC3
gene4593	CLDN15
gene4594	MNN4
gene4595	L345_04592
gene4596	Fis1
gene4597	St8sia6
gene4598	MNN4
gene4599	Znhit1
gene4600	PLOD3
gene4601	ARHGEF15
gene4602	L345_04607
gene4603	HDLBP
gene4604	L345_04606
gene4605	Slc25a35
gene4606	Rangrf
gene4607	ZP4
gene4608	CYLC2
gene4609	PFAS
gene4610	Srst
gene4611	POLR3A
gene4612	DLG5
gene4613	KYNU
gene4614	MBNL1
gene4615	L345_04616
gene4616	Fzd8
gene4617	slc22a16
gene4618	DDO
gene4619	CDC40
gene4620	WASF1
gene4621	L345_04623
gene4622	L345_04622
gene4623	PTPRF
gene4624	Ptprf
gene4625	L345_04630
gene4626	his-71
gene4627	ACBD3
gene4628	PARP1
gene4629	L345_04628
gene4630	ITPKB
gene4631	PSEN2
gene4632	TAF4
gene4633	lsm14b-a
gene4634	PSMA7
gene4635	Ss18l1
gene4636	HRH3
gene4637	SREK1
gene4638	Itgb6
gene4639	PLA2R1
gene4640	LY75
gene4641	LY75
gene4642	LY75
gene4643	CD302
gene4644	Mar-07
gene4645	L345_04656
gene4646	dotA
gene4647	Stab2
gene4648	NT5DC3
gene4649	HSP90B1
gene4650	L345_04655
gene4651	TDG
gene4652	GLT8D2
gene4653	Glt8d2
gene4654	Hcfc2
gene4655	NFYB
gene4656	L345_04659
gene4657	MAD2L1
gene4658	RPL7L1
gene4659	PDE5A
gene4660	PLEKHG4
gene4661	PLEKHG4B
gene4662	TRAPPC9
gene4663	MYT1
gene4664	trappc9
gene4665	cshA
gene4666	L345_04672
gene4667	Srst
gene4668	IL1RAPL2
gene4669	ZC3H13
gene4670	U2AF1
gene4671	TRPM3
gene4672	FLNB
gene4673	L345_04673
gene4674	DNASE1L3
gene4675	Abhd6
gene4676	HMGN5
gene4677	CLIC5
gene4678	SCFD1
gene4679	G2E3
gene4680	POL
gene4681	adra2c
gene4682	SHOC2
gene4683	L345_04684
gene4684	TAF2
gene4685	ENPP2
gene4686	Srst
gene4687	NOV
gene4688	Adamts2
gene4689	RUFY1
gene4690	HNRNPH1
gene4691	HNRNPH2
gene4692	Cby3
gene4693	CANX
gene4694	MAML1
gene4695	Mgat4b
gene4696	SQSTM1
gene4697	Tbc1d9b
gene4698	MTTP
gene4699	sraP
gene4700	DAPP1
gene4701	LAMTOR3
gene4702	DNAJB14
gene4703	L345_04699
gene4704	DDIT4L
gene4705	EMCN
gene4706	AQP8
gene4707	LCMT1
gene4708	ARHGAP17
gene4709	L345_04710
gene4710	Rab26
gene4711	Rab26
gene4712	TRAF7
gene4713	TRAF7
gene4714	Traf7
gene4715	TRAF7
gene4716	Caskin1
gene4717	Caskin1
gene4718	CASKIN1
gene4719	NTRK2
gene4720	PCDHA5
gene4721	L345_04723
gene4722	OPN3
gene4723	DPYSL5
gene4724	DNMT3A
gene4725	L345_04726
gene4726	L345_04727
gene4727	ZPLD1
gene4728	NFKBIZ
gene4729	FAM55C
gene4730	Cep97
gene4731	RPL24
gene4732	ZBTB11
gene4733	PCNP
gene4734	RG9MTD1
gene4735	TXNL4B
gene4736	L345_04736
gene4737	Senp7
gene4738	L345_04740
gene4739	IMPG2
gene4740	IMPG2
gene4741	HS3ST3A1
gene4742	TMTC3
gene4743	CEP290
gene4744	L345_04745
gene4745	L345_04744
gene4746	RPS15A
gene4747	Spry4
gene4748	FGF1
gene4749	RASGRF1
gene4750	CTSH
gene4751	BLM
gene4752	WDR76
gene4753	Frmd5
gene4754	CASC4
gene4755	CTDSPL2
gene4756	EIF3J
gene4757	SPG11
gene4758	SPG11
gene4759	Pias1
gene4760	CALML4
gene4761	CLN6
gene4762	Rnf144a
gene4763	RSAD2
gene4764	CMPK2
gene4765	MAST4
gene4766	SREK1
gene4767	ERBB2IP
gene4768	NLN
gene4769	SGTB
gene4770	L345_04775
gene4771	Trim23
gene4772	Ppwd1
gene4773	CENPK
gene4774	ADAMTS6
gene4775	ZNF536
gene4776	ZNF536
gene4777	L345_04783
gene4778	RMP
gene4779	CCNE1
gene4780	F13E9.13
gene4781	L345_04776
gene4782	PLEKHF1
gene4783	RYR3
gene4784	MTR
gene4785	ACTN2
gene4786	HEATR1
gene4787	HEATR1
gene4788	Lgals8
gene4789	EDARADD
gene4790	ERO1LB
gene4791	GPR137B
gene4792	Nid1
gene4793	LYST
gene4794	GNG4
gene4795	B3GALNT2
gene4796	TBCE
gene4797	GGPS1
gene4798	FOXG1
gene4799	L345_04801
gene4800	SNRPD1
gene4801	Tspan1
gene4802	RAB3D
gene4803	tmem205
gene4804	Ccdc159
gene4805	Lppr2
gene4806	L345_04802
gene4807	Epor
gene4808	L345_04812
gene4809	SHROOM2
gene4810	WWC3
gene4811	CLCN4
gene4812	MID1
gene4813	Chl1
gene4814	ANO1
gene4815	ANO1
gene4816	FGF3
gene4817	fgf4-b
gene4818	FGF19
gene4819	MDGA1
gene4820	CHN2
gene4821	CPVL
gene4822	TRIL
gene4823	CREB5
gene4824	L345_04825
gene4825	CREB5
gene4826	JAZF1
gene4827	TAX1BP1
gene4828	PLCB1
gene4829	L345_04831
gene4830	PLCB1
gene4831	L345_04832
gene4832	MFGE8
gene4833	HAPLN3
gene4834	ACAN
gene4835	Isg20l2
gene4836	Aen
gene4837	DET1
gene4838	MRPS11
gene4839	MRPL46
gene4840	PSIP1
gene4841	rasgef1a
gene4842	Csgalnact2
gene4843	L345_04845
gene4844	RET
gene4845	nst1
gene4846	L345_04847
gene4847	TMEM132E
gene4848	UBIAD1
gene4849	FBXO44
gene4850	FBXO2
gene4851	Mtor
gene4852	ANGPTL7
gene4853	EXOSC10
gene4854	SRM
gene4855	MASP2
gene4856	TARDBP
gene4857	L345_04859
gene4858	L345_04858
gene4859	RH42
gene4860	dotA
gene4861	celf4
gene4862	PARP6
gene4863	SHF
gene4864	PPM1L
gene4865	GUCY1A2
gene4866	CCDC92
gene4867	L345_04868
gene4868	PAFAH1B1
gene4869	L345_04870
gene4870	Rcc1
gene4871	Phactr4
gene4872	Phactr4
gene4873	phactr4-b
gene4874	Phactr4
gene4875	L345_04881
gene4876	MED18
gene4877	SESN2
gene4878	MANF
gene4879	FAM76A
gene4880	LCP2
gene4881	L345_04882
gene4882	AGO2
gene4883	roco5
gene4884	ZC3H13
gene4885	L345_04892
gene4886	CNGB1
gene4887	L345_04890
gene4888	Srst
gene4889	Arsi
gene4890	PVRL1
gene4891	L345_04889
gene4892	L345_04884
gene4893	ZC3H13
gene4894	ATRNL1
gene4895	L345_04896
gene4896	DOT1L
gene4897	AP3D1
gene4898	MOB3A
gene4899	GRB14
gene4900	COBLL1
gene4901	esyt2-b
gene4902	Wdr60
gene4903	VIPR2
gene4904	Cox10
gene4905	HGD
gene4906	HGD
gene4907	RABL3
gene4908	GTF2E1
gene4909	STXBP5L
gene4910	POLQ
gene4911	POLQ
gene4912	TNFRSF1A
gene4913	CTC1
gene4914	ctc1
gene4915	ATP6V1A
gene4916	NAA50
gene4917	L345_04906
gene4918	Sidt1
gene4919	L345_04922
gene4920	CSTB
gene4921	CCDC58
gene4922	L345_04911
gene4923	KPNA1
gene4924	L345_04925
gene4925	Shox2
gene4926	RSRC1
gene4927	Gfm1
gene4928	LXN
gene4929	L345_04928
gene4930	PTPRQ
gene4931	MYF6
gene4932	MYF5
gene4933	LIN7A
gene4934	Acss3
gene4935	Ppfia2
gene4936	Ctnnd2
gene4937	L345_04938
gene4938	Ppm1d
gene4939	PPM1D
gene4940	BCAS3
gene4941	BCAS3
gene4942	Rbm25
gene4943	FAM155A
gene4944	EBF2
gene4945	L345_04946
gene4946	Eif5
gene4947	MARK3
gene4948	CKB
gene4949	TRMT61A
gene4950	DCDC5
gene4951	B3GALTL
gene4952	CPXM2
gene4953	GPR26
gene4954	BUB3
gene4955	Hmx2
gene4956	ACADSB
gene4957	IKZF5
gene4958	Pstk
gene4959	ADAM12
gene4960	L345_04954
gene4961	CUZD1
gene4962	Dmbt1
gene4963	L345_04964
gene4964	PPIH
gene4965	Fgf10
gene4966	Fgf10
gene4967	MRPS30
gene4968	L345_04969
gene4969	L345_04970
gene4970	Ttc39a
gene4971	Eps15l1
gene4972	CALR
gene4973	OSBPL9
gene4974	Nrd1
gene4975	Rab3b
gene4976	PRL
gene4977	ALK
gene4978	CLIP4
gene4979	L345_04978
gene4980	L345_04983
gene4981	WDR43
gene4982	TRMT61B
gene4983	PPP1CB
gene4984	TUBA1A
gene4985	lmbr1l
gene4986	Dhh
gene4987	RHEBL1
gene4988	MLL2
gene4989	ORMDL2
gene4990	Rtl1
gene4991	PGR
gene4992	Pgr
gene4993	Arhgap42
gene4994	CNTN5
gene4995	RPL37
gene4996	L345_04997
gene4997	rbm38
gene4998	L345_05000
gene4999	RAE1
gene5000	SPO11
gene5001	Bmp7
gene5002	L345_05003
gene5003	Trim25
gene5004	COIL
gene5005	Scpep1
gene5006	RAD18
gene5007	RAD18
gene5008	L345_05009
gene5009	CLVS1
gene5010	CHD7
gene5011	RAB2A
gene5012	Ca8
gene5013	PXR1
gene5014	LHP1
gene5015	L345_05017
gene5016	Alk
gene5017	RPS18
gene5018	L345_05019
gene5019	L345_05020
gene5020	NBEA
gene5021	MAB21L1
gene5022	NBEA
gene5023	BASP1
gene5024	MYO10
gene5025	MYO10
gene5026	L345_05027
gene5027	Tmco7
gene5028	TMCO7
gene5029	L345_05053
gene5030	CDH1
gene5031	CDH1
gene5032	GAS8
gene5033	DBNDD1
gene5034	Def8
gene5035	TUBB3
gene5036	MC1R
gene5037	Tcf25
gene5038	Spire2
gene5039	FANCA
gene5040	infB
gene5041	FANCA
gene5042	ZNF276
gene5043	L345_05031
gene5044	CDK10
gene5045	Chmp1a
gene5046	DPEP1
gene5047	SULT2B1
gene5048	Gpr21
gene5049	CPNE7
gene5050	Cpne7
gene5051	RPL13
gene5052	Spg7
gene5053	KLHL12
gene5054	RABIF
gene5055	L345_05057
gene5056	kdm5bb
gene5057	LZTR1
gene5058	Mmp24
gene5059	EIF6
gene5060	Srst
gene5061	L345_05062
gene5062	ARID1B
gene5063	ARID1B
gene5064	ARID1B
gene5065	ARID1B
gene5066	SRL1
gene5067	Npm3
gene5068	MGEA5
gene5069	Kcnip2
gene5070	L345_05068
gene5071	MAP3K15
gene5072	SH3KBP1
gene5073	L345_05074
gene5074	GDF6
gene5075	Uqcrb
gene5076	MTERFD1
gene5077	PTDSS1
gene5078	SDC2
gene5079	L345_05077
gene5080	PGCP
gene5081	Cd151
gene5082	L345_05083
gene5083	SKP2
gene5084	NADKD1
gene5085	RANBP3L
gene5086	SLC1A3
gene5087	NIPBL
gene5088	L345_05092
gene5089	L345_05091
gene5090	NUP155
gene5091	wdr70
gene5092	L345_05093
gene5093	RPS3A
gene5094	MAP3K8
gene5095	Mtpap
gene5096	L345_05095
gene5097	SVIL
gene5098	SLITRK5
gene5099	L345_05100
gene5100	L345_05102
gene5101	Prkd1
gene5102	L345_05103
gene5103	EGFLAM
gene5104	LIFR
gene5105	OSMR
gene5106	L345_05116
gene5107	SCLT1
gene5108	PHF17
gene5109	Pgrmc2
gene5110	LARP1B
gene5111	L345_05115
gene5112	Mfsd8
gene5113	PLK4
gene5114	HSPA4L
gene5115	SLC25A31
gene5116	INTU
gene5117	L345_05118
gene5118	LRP1B
gene5119	LRP1B
gene5120	L345_05121
gene5121	TTMP
gene5122	TMPRSS7
gene5123	TAGLN3
gene5124	Abhd10
gene5125	PHLDB2
gene5126	PLCXD2
gene5127	L345_05128
gene5128	VPS27
gene5129	L345_05132
gene5130	L345_05131
gene5131	L345_05130
gene5132	LMCD1
gene5133	Tnc
gene5134	Slc24a1
gene5135	SLTM
gene5136	THADA
gene5137	ZFP36L2
gene5138	Map4k4
gene5139	mybX
gene5140	L345_05142
gene5141	Rnf128
gene5142	tbc1d8b
gene5143	Clock
gene5144	L345_05145
gene5145	RTF1
gene5146	Ndufaf1
gene5147	OIP5
gene5148	L345_05157
gene5149	CHP
gene5150	EXD1
gene5151	L345_05151
gene5152	INO80
gene5153	CHAC1
gene5154	DLL4
gene5155	vps18
gene5156	Rhov
gene5157	L345_05158
gene5158	TBX18
gene5159	NUP210
gene5160	L345_05168
gene5161	FBLN2
gene5162	PROKR2
gene5163	APLF
gene5164	FBXO48
gene5165	PLEK
gene5166	Cnrip1
gene5167	PPP3R1
gene5168	pno1
gene5169	WDR92
gene5170	C1D
gene5171	SYT15
gene5172	L345_05172
gene5173	NCOA4
gene5174	L345_05186
gene5175	TIMM23B
gene5176	PARG
gene5177	PARG
gene5178	OGDHL
gene5179	L345_05185
gene5180	CHAT
gene5181	slc18a3a
gene5182	RGR
gene5183	lrit2
gene5184	CDHR1
gene5185	L345_05179
gene5186	GHITM
gene5187	PROP1
gene5188	L345_05189
gene5189	ANXA1
gene5190	RYBP
gene5191	RYBP
gene5192	SHQ1
gene5193	UQCRFS1
gene5194	CYLC2
gene5195	DNAH5
gene5196	Dach1
gene5197	Znf800
gene5198	GRM8
gene5199	GRM8
gene5200	CCDC110
gene5201	L345_05206
gene5202	UFSP2
gene5203	ANKRD37
gene5204	LRP2BP
gene5205	SNX25
gene5206	L345_05203
gene5207	SLC25A4
gene5208	Helt
gene5209	SSTR2
gene5210	COG1
gene5211	L345_05215
gene5212	L345_05212
gene5213	Cdc42ep4
gene5214	SDK2
gene5215	L345_05216
gene5216	HFE2
gene5217	KCNH8
gene5218	KCNH8
gene5219	Polr1a
gene5220	Fgf10
gene5221	Rnf126
gene5222	ARID3A
gene5223	gpr54
gene5224	L345_05225
gene5225	MED16
gene5226	CFD
gene5227	LPPR3
gene5228	PTBP1
gene5229	L345_05226
gene5230	KLHDC3
gene5231	NPAS4
gene5232	RRP36
gene5233	TMEM121
gene5234	MC4R
gene5235	RNMT
gene5236	infB
gene5237	L345_05235
gene5238	L345_05239
gene5239	IKZF4
gene5240	L345_05247
gene5241	RPS26
gene5242	Erbb3
gene5243	PA2G4
gene5244	ZC3H10
gene5245	ERN1
gene5246	Tex2
gene5247	L345_05251
gene5248	FBXL12
gene5249	Pin1
gene5250	PIN1
gene5251	MAP1LC3C
gene5252	FAT3
gene5253	FAT3
gene5254	Prdm5
gene5255	NDNF
gene5256	RPS6KA3
gene5257	EIF1AY
gene5258	MAP7D2
gene5259	slc32a1
gene5260	ARHGAP40
gene5261	TMEM131
gene5262	NSNH
gene5263	Inpp4a
gene5264	coa5
gene5265	unc50-a
gene5266	MGAT4A
gene5267	CRY2
gene5268	Mapk8ip1
gene5269	Pex16
gene5270	GYLTL1B
gene5271	Phf21a
gene5272	irx1-a
gene5273	murc
gene5274	TMEFF1
gene5275	Slc39a6
gene5276	L345_05276
gene5277	CTNNAL1
gene5278	elp2
gene5279	Gabbr2
gene5280	Gabbr2
gene5281	EBF2
gene5282	Ebf2
gene5283	Smyd3
gene5284	KIF26B
gene5285	Kif26b
gene5286	KIF26B
gene5287	Efcab2
gene5288	Hnrnpu
gene5289	fam36a
gene5290	PPPDE1
gene5291	CSMD2
gene5292	nst1
gene5293	GATA2
gene5294	DNAJB8
gene5295	EEFSEC
gene5296	L345_05299
gene5297	RUVBL1
gene5298	SEC61A1
gene5299	P65-C
gene5300	L345_05300
gene5301	Shank1
gene5302	Clec11a
gene5303	CLEC11A
gene5304	PRDM7
gene5305	Ireb2
gene5306	Ddx58
gene5307	TOPORS
gene5308	L345_05307
gene5309	NDUFB6
gene5310	SUN5
gene5311	TMEM215
gene5312	Npr2
gene5313	RCSD1
gene5314	CREG1
gene5315	Cd247
gene5316	pou2f1
gene5317	L345_05318
gene5318	Tmx3
gene5319	L345_05320
gene5320	TSHZ1
gene5321	ZADH2
gene5322	ZNF407
gene5323	SOX4
gene5324	BCAT1
gene5325	L345_05326
gene5326	Cisd3
gene5327	coq10b
gene5328	MLLT6
gene5329	L345_05328
gene5330	LINGO2
gene5331	L345_05333
gene5332	CDH6
gene5333	DROSHA
gene5334	FNDC1
gene5335	TAGAP
gene5336	RSPH3
gene5337	Rab11fip4
gene5338	XIRP2
gene5339	L345_05340
gene5340	L345_05344
gene5341	TRA2A
gene5342	CCDC126
gene5343	L345_05342
gene5344	SLC10A2
gene5345	RELN
gene5346	RELN
gene5347	L345_05346
gene5348	RELN
gene5349	L345_05350
gene5350	Dpyd
gene5351	DPYD
gene5352	L345_05353
gene5353	GRIA2
gene5354	L345_05357
gene5355	PCGF6
gene5356	GLRB
gene5357	DOCK1
gene5358	ONECUT2
gene5359	fech
gene5360	FECH
gene5361	NARS
gene5362	ATP8B1
gene5363	Trim8
gene5364	SLC13A4
gene5365	L345_05365
gene5366	L345_05367
gene5367	Adarb2
gene5368	Adarb2
gene5369	PTK2B
gene5370	CHRNA2
gene5371	L345_05375
gene5372	EPHX2
gene5373	GULO
gene5374	FBXO16
gene5375	Fzd3
gene5376	ELP3
gene5377	L345_05381
gene5378	Ahdc1
gene5379	MYOG
gene5380	ADORA1
gene5381	MYBPH
gene5382	Dennd2d
gene5383	GRIK2
gene5384	L345_05385
gene5385	L345_05386
gene5386	L345_05390
gene5387	MUC1
gene5388	MYOZ3
gene5389	RBM22
gene5390	DCTN4
gene5391	Nid67
gene5392	Gpx3
gene5393	TNIP1
gene5394	INSC
gene5395	Bdkrb2
gene5396	ATG2B
gene5397	GSKIP
gene5398	Ak7
gene5399	PAPOLA
gene5400	Vrk1
gene5401	PREP
gene5402	BVES
gene5403	LIN28B
gene5404	HACE1
gene5405	EPHB5
gene5406	Trpv6
gene5407	TRPV6
gene5408	L345_05411
gene5409	CAPN5
gene5410	Pak3
gene5411	nr4a1
gene5412	L345_05415
gene5413	Grasp
gene5414	ACVR1B
gene5415	L345_05417
gene5416	L345_05416
gene5417	L345_05418
gene5418	L345_05419
gene5419	ATG4C
gene5420	L345_05421
gene5421	Grm4
gene5422	LRRC2
gene5423	CFC1
gene5424	L345_05429
gene5425	L345_05428
gene5426	L345_05425
gene5427	CDC14B
gene5428	HABP4
gene5429	Znf367
gene5430	Slc35d2
gene5431	HSD17B3
gene5432	L345_05430
gene5433	PLIN2
gene5434	HAUS6
gene5435	L345_05434
gene5436	ADAMTSL1
gene5437	L345_05438
gene5438	L345_05439
gene5439	IRF2BPL
gene5440	Zdhhc22
gene5441	TMEM63C
gene5442	NGB
gene5443	SRRM2
gene5444	POMT2
gene5445	Gstz1
gene5446	rabepk
gene5447	TMED8
gene5448	SAMD15
gene5449	NOXRED1
gene5450	Clk4
gene5451	RASGEF1C
gene5452	L345_05452
gene5453	ARHGAP24
gene5454	MAPK9
gene5455	Gfpt2
gene5456	Park2
gene5457	L345_05458
gene5458	DHX40
gene5459	Cltc
gene5460	PTRH2
gene5461	gnas
gene5462	slc22a6-a
gene5463	slc22a6-b
gene5464	L345_05470
gene5465	REQ
gene5466	Neurod1
gene5467	L345_05471
gene5468	Cdc42ep2
gene5469	POLA2
gene5470	Acin1
gene5471	BKJ
gene5472	L345_05476
gene5473	dotA
gene5474	CKER1
gene5475	L345_05479
gene5476	CKER1
gene5477	L345_05474
gene5478	L345_05475
gene5479	L345_05472
gene5480	GP1
gene5481	L345_05477
gene5482	Sprr2h
gene5483	L345_05478
gene5484	Krtap5-5
gene5485	ALX4
gene5486	LRRIQ1
gene5487	L345_05490
gene5488	LRRIQ1
gene5489	Lrriq1
gene5490	Ivns1abp
gene5491	HMCN1
gene5492	L345_05493
gene5493	COL12A1
gene5494	COX7A2
gene5495	TMEM30A
gene5496	FILIP1
gene5497	PRKDC
gene5498	mcm4
gene5499	UBE2V2
gene5500	clcA
gene5501	clcA
gene5502	Bsn
gene5503	BSN
gene5504	Oasl2
gene5505	SEMA3A
gene5506	ARID5B
gene5507	ARID5B
gene5508	L345_05513
gene5509	Arid5b
gene5510	ARID5B
gene5511	L345_05512
gene5512	L345_05508
gene5513	LMX1A
gene5514	RXRG
gene5515	PHPT1
gene5516	METTL18
gene5517	L345_05515
gene5518	SCYL3
gene5519	FPGT
gene5520	Lrriq3
gene5521	Nrg2
gene5522	L345_05524
gene5523	PURA
gene5524	L345_05523
gene5525	L345_05526
gene5526	NDST2
gene5527	L345_05527
gene5528	Camk2g
gene5529	L345_05532
gene5530	rarab
gene5531	RARA
gene5532	Gjd3
gene5533	TOP2A
gene5534	COL8A1
gene5535	IGFBP4
gene5536	Wnk2
gene5537	fam120a
gene5538	PHF2
gene5539	FUS
gene5540	SULT1C2
gene5541	Bckdk
gene5542	Vkorc1l1
gene5543	PRSS53
gene5544	ZNF646
gene5545	ZNF668
gene5546	Tsc2
gene5547	Tsc2
gene5548	Nthl1
gene5549	SLC9A3R2
gene5550	L345_05550
gene5551	Inpp4b
gene5552	L345_05554
gene5553	ZNF330
gene5554	Rnf150
gene5555	TBC1D9
gene5556	ELMOD2
gene5557	CLGN
gene5558	SCOC
gene5559	MAML3
gene5560	TPH2
gene5561	Tbc1d15
gene5562	Rab21
gene5563	TMEM19
gene5564	ZFC3H1
gene5565	LGR5
gene5566	LRFN2
gene5567	Lrfn2
gene5568	L345_05570
gene5569	HMGN5
gene5570	MTDH
gene5571	LAPTM4B
gene5572	MATN2
gene5573	RPL30
gene5574	L345_05574
gene5575	HRSP12
gene5576	POP1
gene5577	RAB27B
gene5578	LEB4
gene5579	L345_05580
gene5580	SPATA24
gene5581	DNAJC18
gene5582	rbm38
gene5583	RBM38
gene5584	Tmtc2
gene5585	AGO2
gene5586	Rbm25
gene5587	TCEAL4
gene5588	nop58
gene5589	GRID1
gene5590	MSH4
gene5591	MSX2
gene5592	H2AFZ
gene5593	L345_05594
gene5594	ZFX
gene5595	L345_05595
gene5596	FAM84A
gene5597	DIMT1
gene5598	KIF2A
gene5599	IPO11
gene5600	L345_05601
gene5601	L345_05602
gene5602	MEI1
gene5603	nhp2l1
gene5604	XRCC6
gene5605	Xrcc6
gene5606	PPPDE2
gene5607	Pmm1
gene5608	Csdc2
gene5609	ACO2
gene5610	PHF5A
gene5611	TOB2
gene5612	TEF
gene5613	osr1
gene5614	nop58
gene5615	LRRD1
gene5616	KRIT1
gene5617	ANKIB1
gene5618	Grina
gene5619	Gatad1
gene5620	PEX1
gene5621	L345_05617
gene5622	EFCAB1
gene5623	CCDC80
gene5624	SLC35A5
gene5625	ATG3
gene5626	F5
gene5627	SLC19A2
gene5628	L345_05628
gene5629	BLZF1
gene5630	Nme7
gene5631	NLGN1
gene5632	kdm3a-a
gene5633	SORBS1
gene5634	HELLS
gene5635	Npr3
gene5636	TARS
gene5637	ADAMTS12
gene5638	IGLC2
gene5639	CD19
gene5640	ATP2A1
